AtTime,Trend
2024-12-12 00:00:00+00:00,
2024-12-12 00:01:00+00:00,
2024-12-12 00:02:00+00:00,
2024-12-12 00:03:00+00:00,
2024-12-12 00:04:00+00:00,
2024-12-12 00:05:00+00:00,
2024-12-12 00:06:00+00:00,
2024-12-12 00:07:00+00:00,
2024-12-12 00:08:00+00:00,
2024-12-12 00:09:00+00:00,
2024-12-12 00:10:00+00:00,
2024-12-12 00:11:00+00:00,
2024-12-12 00:12:00+00:00,4704.0
2024-12-12 00:13:00+00:00,4703.229166666665
2024-12-12 00:14:00+00:00,4702.229166666666
2024-12-12 00:15:00+00:00,4701.291666666668
2024-12-12 00:16:00+00:00,4700.020833333333
2024-12-12 00:17:00+00:00,4697.895833333332
2024-12-12 00:18:00+00:00,4693.541666666666
2024-12-12 00:19:00+00:00,4688.083333333334
2024-12-12 00:20:00+00:00,4682.958333333333
2024-12-12 00:21:00+00:00,4678.437499999999
2024-12-12 00:22:00+00:00,4675.020833333333
2024-12-12 00:23:00+00:00,4671.479166666666
2024-12-12 00:24:00+00:00,4667.854166666666
2024-12-12 00:25:00+00:00,4664.416666666666
2024-12-12 00:26:00+00:00,4661.104166666666
2024-12-12 00:27:00+00:00,4658.124999999999
2024-12-12 00:28:00+00:00,4655.3125
2024-12-12 00:29:00+00:00,4652.375
2024-12-12 00:30:00+00:00,4648.729166666668
2024-12-12 00:31:00+00:00,4644.750000000001
2024-12-12 00:32:00+00:00,4640.270833333333
2024-12-12 00:33:00+00:00,4635.270833333332
2024-12-12 00:34:00+00:00,4630.104166666665
2024-12-12 00:35:00+00:00,4624.395833333332
2024-12-12 00:36:00+00:00,4618.374999999999
2024-12-12 00:37:00+00:00,4612.625
2024-12-12 00:38:00+00:00,4606.9375
2024-12-12 00:39:00+00:00,4601.1875
2024-12-12 00:40:00+00:00,4596.062500000001
2024-12-12 00:41:00+00:00,4591.6875
2024-12-12 00:42:00+00:00,4587.604166666666
2024-12-12 00:43:00+00:00,4583.020833333333
2024-12-12 00:44:00+00:00,4578.208333333333
2024-12-12 00:45:00+00:00,4573.5
2024-12-12 00:46:00+00:00,4569.354166666666
2024-12-12 00:47:00+00:00,4565.562500000001
2024-12-12 00:48:00+00:00,4561.6875
2024-12-12 00:49:00+00:00,4557.0
2024-12-12 00:50:00+00:00,4551.3125
2024-12-12 00:51:00+00:00,4545.75
2024-12-12 00:52:00+00:00,4539.916666666666
2024-12-12 00:53:00+00:00,4534.020833333333
2024-12-12 00:54:00+00:00,4531.604166666667
2024-12-12 00:55:00+00:00,4531.916666666666
2024-12-12 00:56:00+00:00,4533.0625
2024-12-12 00:57:00+00:00,4535.104166666665
2024-12-12 00:58:00+00:00,4536.854166666667
2024-12-12 00:59:00+00:00,4538.541666666666
2024-12-12 01:00:00+00:00,4540.729166666667
2024-12-12 01:01:00+00:00,4543.604166666666
2024-12-12 01:02:00+00:00,4547.4375
2024-12-12 01:03:00+00:00,4551.833333333333
2024-12-12 01:04:00+00:00,4554.770833333333
2024-12-12 01:05:00+00:00,4557.416666666667
2024-12-12 01:06:00+00:00,4560.666666666666
2024-12-12 01:07:00+00:00,4563.458333333333
2024-12-12 01:08:00+00:00,4565.854166666666
2024-12-12 01:09:00+00:00,4567.812500000001
2024-12-12 01:10:00+00:00,4568.812500000001
2024-12-12 01:11:00+00:00,4569.791666666667
2024-12-12 01:12:00+00:00,4571.895833333332
2024-12-12 01:13:00+00:00,4576.020833333334
2024-12-12 01:14:00+00:00,4582.770833333334
2024-12-12 01:15:00+00:00,4590.041666666668
2024-12-12 01:16:00+00:00,4597.187500000001
2024-12-12 01:17:00+00:00,4603.9375
2024-12-12 01:18:00+00:00,4608.854166666666
2024-12-12 01:19:00+00:00,4611.499999999998
2024-12-12 01:20:00+00:00,4613.583333333333
2024-12-12 01:21:00+00:00,4616.354166666667
2024-12-12 01:22:00+00:00,4619.374999999999
2024-12-12 01:23:00+00:00,4622.624999999999
2024-12-12 01:24:00+00:00,4625.500000000001
2024-12-12 01:25:00+00:00,4626.874999999999
2024-12-12 01:26:00+00:00,4626.666666666666
2024-12-12 01:27:00+00:00,4625.25
2024-12-12 01:28:00+00:00,4623.625
2024-12-12 01:29:00+00:00,4622.166666666667
2024-12-12 01:30:00+00:00,4621.354166666666
2024-12-12 01:31:00+00:00,4621.124999999999
2024-12-12 01:32:00+00:00,4619.958333333333
2024-12-12 01:33:00+00:00,4618.270833333333
2024-12-12 01:34:00+00:00,4616.729166666666
2024-12-12 01:35:00+00:00,4615.166666666665
2024-12-12 01:36:00+00:00,4612.479166666665
2024-12-12 01:37:00+00:00,4608.0625
2024-12-12 01:38:00+00:00,4601.916666666666
2024-12-12 01:39:00+00:00,4595.583333333332
2024-12-12 01:40:00+00:00,4590.0
2024-12-12 01:41:00+00:00,4585.229166666667
2024-12-12 01:42:00+00:00,4578.958333333333
2024-12-12 01:43:00+00:00,4571.375
2024-12-12 01:44:00+00:00,4563.479166666666
2024-12-12 01:45:00+00:00,4555.020833333333
2024-12-12 01:46:00+00:00,4547.687499999999
2024-12-12 01:47:00+00:00,4539.958333333333
2024-12-12 01:48:00+00:00,4531.1875
2024-12-12 01:49:00+00:00,4522.875000000001
2024-12-12 01:50:00+00:00,4515.166666666666
2024-12-12 01:51:00+00:00,4507.999999999999
2024-12-12 01:52:00+00:00,4502.020833333333
2024-12-12 01:53:00+00:00,4496.104166666666
2024-12-12 01:54:00+00:00,4489.708333333332
2024-12-12 01:55:00+00:00,4485.229166666666
2024-12-12 01:56:00+00:00,4483.125
2024-12-12 01:57:00+00:00,4481.229166666666
2024-12-12 01:58:00+00:00,4478.125
2024-12-12 01:59:00+00:00,4474.229166666666
2024-12-12 02:00:00+00:00,4470.604166666667
2024-12-12 02:01:00+00:00,4467.104166666667
2024-12-12 02:02:00+00:00,4463.333333333333
2024-12-12 02:03:00+00:00,4458.520833333333
2024-12-12 02:04:00+00:00,4453.083333333333
2024-12-12 02:05:00+00:00,4448.354166666666
